channel_id,call_sign,display_name,reason
PMC.ae,,PMC,no EPG source lists this channel id or call sign
PMCRoyale.ae,,PMC Royale,no EPG source lists this channel id or call sign
PMCTelugu.in,,PMC Telugu,no EPG source lists this channel id or call sign
PMITV.pk,,PMI TV,no EPG source lists this channel id or call sign
PONTV.id,,PONTV,no EPG source lists this channel id or call sign
POPWorldTV.es,,POP World TV,no EPG source lists this channel id or call sign
PRIDEtvLATAM.cl,,PRIDEtv LATAM,no EPG source lists this channel id or call sign
PROFI24TV.ro,,PROFI 24 TV,no EPG source lists this channel id or call sign
PROTVChisinau.md,,PRO TV Chisinau,no EPG source lists this channel id or call sign
PROTVNews.ro,,PROTV News,no EPG source lists this channel id or call sign
PSDTV.us,,PSD TV,no EPG source lists this channel id or call sign
PSLTV.us,,PSL TV,no EPG source lists this channel id or call sign
PSMNews.mv,,PSM News,no EPG source lists this channel id or call sign
PSN.mx,,PSN,no EPG source lists this channel id or call sign
PSNCanal452.mx,,PSN Canal 45.2,no EPG source lists this channel id or call sign
PSTVHD.cd,,PSTV HD,no EPG source lists this channel id or call sign
PTCChakde.in,,PTC Chakde,no EPG source lists this channel id or call sign
PTCMusic.in,,PTC Music,no EPG source lists this channel id or call sign
PTCNews.in,,PTC News,no EPG source lists this channel id or call sign
PTCPunjabi.in,,PTC Punjabi,no EPG source lists this channel id or call sign
PTCPunjabiCanada.ca,,PTC Punjabi Canada,no EPG source lists this channel id or call sign
PTCPunjabiGold.in,,PTC Punjabi Gold,no EPG source lists this channel id or call sign
PTCSimran.in,,PTC Simran,no EPG source lists this channel id or call sign
PTLTVNetwork.us,,PTL TV Network,no EPG source lists this channel id or call sign
PTV.bo,,PTV,no EPG source lists this channel id or call sign
PTV.ph,,PTV,no EPG source lists this channel id or call sign
PTV.ua,,PTV,no EPG source lists this channel id or call sign
PTVCordoba.es,,PTV Cordoba,no EPG source lists this channel id or call sign
PTVGranada.es,,PTV Granada,no EPG source lists this channel id or call sign
PTVLinares.es,,PTV Linares,no EPG source lists this channel id or call sign
PTVMalaga.es,,PTV Malaga,no EPG source lists this channel id or call sign
PTVNews.pk,,PTV News,no EPG source lists this channel id or call sign
PTVSevilla.es,,PTV Sevilla,no EPG source lists this channel id or call sign
PTVSports.pk,,PTV Sports,no EPG source lists this channel id or call sign
PUNKTumFernsehen.de,,PUNKTum Fernsehen,no EPG source lists this channel id or call sign
PVTV.hu,,PVTV,no EPG source lists this channel id or call sign
PaciContemporaryChannel.it,,Paci Contemporary Channel,no EPG source lists this channel id or call sign
PacificIslandNetwork.us,,Pacific Island Network,no EPG source lists this channel id or call sign
PadangTV.id,,Padang TV,no EPG source lists this channel id or call sign
PadrePioTV.it,,Padre Pio TV,no EPG source lists this channel id or call sign
PaighanTV.pk,,Paighan TV,no EPG source lists this channel id or call sign
PalenqueTV.bo,,Palenque TV,no EPG source lists this channel id or call sign
PalestineAlYawm.lb,,Palestine Al Yawm,no EPG source lists this channel id or call sign
PalestineEdu.ps,,Palestine Edu,no EPG source lists this channel id or call sign
PalestineMubasher.ps,,Palestine Mubasher,no EPG source lists this channel id or call sign
PalestineSatelliteChannel.ps,,Palestine Satellite Channel,no EPG source lists this channel id or call sign
PalestineToday.ps,,Palestine Today,no EPG source lists this channel id or call sign
Palestinetv.ir,,Palestinetv,no EPG source lists this channel id or call sign
PalitraNews.ge,,Palitra News,no EPG source lists this channel id or call sign
PalmBeachesTV.us,,Palm Beaches TV,no EPG source lists this channel id or call sign
PalmarTV.do,,Palmar TV,no EPG source lists this channel id or call sign
PamirTV.ca,,Pamir TV,no EPG source lists this channel id or call sign
PanafricanMediaTV.cm,,Panafrican Media TV,no EPG source lists this channel id or call sign
PanamericanaTV.pe,,Panamericana TV,no EPG source lists this channel id or call sign
PancTV.ar,,Panc TV,no EPG source lists this channel id or call sign
PancheTelevision.co,,Panche Television,no EPG source lists this channel id or call sign
Panico.mx,,Panico,no EPG source lists this channel id or call sign
PanikTV.gr,,Panik TV,no EPG source lists this channel id or call sign
PannonTV.rs,,Pannon TV,no EPG source lists this channel id or call sign
PanoramaFM.sa,,Panorama FM,no EPG source lists this channel id or call sign
PanoramaTV.al,,Panorama TV,no EPG source lists this channel id or call sign
PantallaClasicaEC.ec,,Pantalla Clasica EC,no EPG source lists this channel id or call sign
Paradise.se,,Paradise,no EPG source lists this channel id or call sign
ParadiseHotel.se,,Paradise Hotel,no EPG source lists this channel id or call sign
ParadiseHotelUnderlagnerne.se,,Paradise Hotel: Under lagnerne,no EPG source lists this channel id or call sign
ParadiseTV.it,,Paradise TV,no EPG source lists this channel id or call sign
ParaisoTV.pr,,Paraiso TV,no EPG source lists this channel id or call sign
PardesiTV.ca,,Pardesi TV,no EPG source lists this channel id or call sign
ParlamentodeAndalucia.es,,Parlamento de Andalucia,no EPG source lists this channel id or call sign
ParlamentodeNavarra.es,,Parlamento de Navarra,no EPG source lists this channel id or call sign
Parlamentsfernsehen1.de,,Parlamentsfernsehen 1,no EPG source lists this channel id or call sign
Parlamentsfernsehen2.de,,Parlamentsfernsehen 2,no EPG source lists this channel id or call sign
Parlamentsfernsehen3.de,,Parlamentsfernsehen 3,no EPG source lists this channel id or call sign
Parlamentsfernsehen4.de,,Parlamentsfernsehen 4,no EPG source lists this channel id or call sign
ParliamentTV.mn,,Parliament TV,no EPG source lists this channel id or call sign
ParliamentTV.nz,,Parliament TV,no EPG source lists this channel id or call sign
ParliamentofMalta.mt,,Parliament of Malta,no EPG source lists this channel id or call sign
ParolediVita.it,,Parole di Vita,no EPG source lists this channel id or call sign
ParrandaVallenata.co,,Parranda Vallenata,no EPG source lists this channel id or call sign
ParsTV.us,,Pars TV,no EPG source lists this channel id or call sign
PasandTV.in,,Pasand TV,no EPG source lists this channel id or call sign
PascoTV.us,,Pasco TV,no EPG source lists this channel id or call sign
Pashto1.pk,,Pashto 1,no EPG source lists this channel id or call sign
PasionesLatinAmerica.us,,Pasiones Latin America,no EPG source lists this channel id or call sign
PassioneLotto.it,,Passione Lotto,no EPG source lists this channel id or call sign
PatagoniaRadioTV.cl,,Patagonia Radio TV,no EPG source lists this channel id or call sign
Patriot.ru,,Patriot,no EPG source lists this channel id or call sign
Pauta.cl,,Pauta,no EPG source lists this channel id or call sign
PayamJavanTV.us,,Payam Javan TV,no EPG source lists this channel id or call sign
PayamTV.iq,,Payam TV,no EPG source lists this channel id or call sign
PayameAfghanTV.us,,Payam-e-Afghan TV,no EPG source lists this channel id or call sign
PayameArameshTV.us,,Payame Aramesh TV,no EPG source lists this channel id or call sign
PayvandTV.ir,,Payvand TV,no EPG source lists this channel id or call sign
PayvandTV.us,,Payvand TV,no EPG source lists this channel id or call sign
PeaceTVBangla.ae,,Peace TV Bangla,no EPG source lists this channel id or call sign
PeaceTVChinese.ae,,Peace TV Chinese,no EPG source lists this channel id or call sign
PeaceTVEnglish.ae,,Peace TV English,no EPG source lists this channel id or call sign
PeaceTVUrdu.ae,,Peace TV Urdu,no EPG source lists this channel id or call sign
PearTV.in,,Pear TV,no EPG source lists this channel id or call sign
PeerTVAltoAdige.it,,Peer TV Alto Adige,no EPG source lists this channel id or call sign
PeerTVSouthTyrol.it,,Peer TV South Tyrol,no EPG source lists this channel id or call sign
PeerTVSudtirol.it,,Peer TV Sudtirol,no EPG source lists this channel id or call sign
PellaTV.gr,,Pella TV,no EPG source lists this channel id or call sign
PenedesTelevisio.es,,Penedes Televisio,no EPG source lists this channel id or call sign
PenielKY.gt,,Peniel K&Y,no EPG source lists this channel id or call sign
PenielMusical.gt,,Peniel Musical,no EPG source lists this channel id or call sign
PenielTVBibliaAbierta.gt,,Peniel TV Biblia Abierta,no EPG source lists this channel id or call sign
PentTV.gh,,Pent TV,no EPG source lists this channel id or call sign
PeppaPig.us,,Peppa Pig,no EPG source lists this channel id or call sign
PeppersTV.in,,Peppers TV,no EPG source lists this channel id or call sign
Pequeradio.es,,Pequeradio,no EPG source lists this channel id or call sign
PequesTV.pe,,Peques TV,no EPG source lists this channel id or call sign
PeraviaVision.do,,Peravia Vision,no EPG source lists this channel id or call sign
PeretzInternational.ru,,Peretz International,no EPG source lists this channel id or call sign
PerryMason.de,,Perry Mason,no EPG source lists this channel id or call sign
PershiyXTVMedia.ua,,Pershiy XTV Media,no EPG source lists this channel id or call sign
Pershyi.ua,,Pershyi,no EPG source lists this channel id or call sign
PershyiZahidnyi.ua,,Pershyi Zahidnyi,no EPG source lists this channel id or call sign
Pershyiavtomobilnyi.ua,,Pershyi avtomobilnyi,no EPG source lists this channel id or call sign
PersianaCinema.fr,,Persiana Cinema,no EPG source lists this channel id or call sign
PersianaComedy.fr,,Persiana Comedy,no EPG source lists this channel id or call sign
PersianaDocs.fr,,Persiana Docs,no EPG source lists this channel id or call sign
PersianaFamily.fr,,Persiana Family,no EPG source lists this channel id or call sign
PersianaFight.fr,,Persiana Fight,no EPG source lists this channel id or call sign
PersianaFolk.fr,,Persiana Folk,no EPG source lists this channel id or call sign
PersianaIranian.fr,,Persiana Iranian,no EPG source lists this channel id or call sign
PersianaJunior.fr,,Persiana Junior,no EPG source lists this channel id or call sign
PersianaKorea.fr,,Persiana Korea,no EPG source lists this channel id or call sign
PersianaLatino.fr,,Persiana Latino,no EPG source lists this channel id or call sign
PersianaMedical.fr,,Persiana Medical,no EPG source lists this channel id or call sign
PersianaNostalgia.fr,,Persiana Nostalgia,no EPG source lists this channel id or call sign
PersianaPlus.fr,,Persiana Plus,no EPG source lists this channel id or call sign
PersianaReality.fr,,Persiana Reality,no EPG source lists this channel id or call sign
PersianaSeries.fr,,Persiana Series,no EPG source lists this channel id or call sign
PersianaTeen.fr,,Persiana Teen,no EPG source lists this channel id or call sign
PersianaTravel.fr,,Persiana Travel,no EPG source lists this channel id or call sign
PersianaTurkiye.fr,,Persiana Turkiye,no EPG source lists this channel id or call sign
PersianaVibe.fr,,Persiana Vibe,no EPG source lists this channel id or call sign
PerviyInformationniy.by,,Perviy Informationniy,no EPG source lists this channel id or call sign
PerviyKrymskiy.ru,,Perviy Krymskiy,no EPG source lists this channel id or call sign
Perviyotdel.ru,,Perviy otdel,no EPG source lists this channel id or call sign
PervyyRespublikanskiy.ru,,Pervyy Respublikanskiy,no EPG source lists this channel id or call sign
PervyygorodskoyOdessa.ua,,Pervyy gorodskoy. Odessa,no EPG source lists this channel id or call sign
Pes.ru,,Pes,no EPG source lists this channel id or call sign
PetClubTV.hk,,Pet Club TV,no EPG source lists this channel id or call sign
PetloversTV.br,,Petlovers TV,no EPG source lists this channel id or call sign
PhenomenalLifeTV.ng,,Phenomenal Life TV,no EPG source lists this channel id or call sign
PhillyCAM.us,,PhillyCAM,no EPG source lists this channel id or call sign
PhoenixChineseChannel.hk,,Phoenix Chinese Channel,no EPG source lists this channel id or call sign
PhoenixInfoNewsChannel.hk,,Phoenix InfoNews Channel,no EPG source lists this channel id or call sign
PichilemuTV.cl,,Pichilemu TV,no EPG source lists this channel id or call sign
PieraTV.es,,Piera TV,no EPG source lists this channel id or call sign
PilisTV.hu,,PilisTV,no EPG source lists this channel id or call sign
PillarTV.ke,,Pillar TV,no EPG source lists this channel id or call sign
PimpMyRide.se,,Pimp My Ride,no EPG source lists this channel id or call sign
PindinTV.pa,,Pindin TV,no EPG source lists this channel id or call sign
Pingviins.lv,,Pingviins,no EPG source lists this channel id or call sign
PingxiangTVNewsChannel.cn,,Pingxiang TV News Channel,no EPG source lists this channel id or call sign
Pink.rs,,Pink,no EPG source lists this channel id or call sign
PirineusTV.es,,Pirineus TV,no EPG source lists this channel id or call sign
Pitaara.in,,Pitaara,no EPG source lists this channel id or call sign
PiuraTV.pe,,PiuraTV,no EPG source lists this channel id or call sign
PixLTV.us,,PixL TV,no EPG source lists this channel id or call sign
PixelTV.pl,,Pixel TV,no EPG source lists this channel id or call sign
PixelTV.ua,,Pixel TV,no EPG source lists this channel id or call sign
Placid.us,,Placid,no EPG source lists this channel id or call sign
PlaneaTV.pe,,Planea TV,no EPG source lists this channel id or call sign
Planet1009FM.pa,,Planet 100.9 FM,no EPG source lists this channel id or call sign
PlanetaChannel.ec,,Planeta Channel,no EPG source lists this channel id or call sign
PlatziTV.es,,Platzi TV,no EPG source lists this channel id or call sign
PlayCrime.be,,Play Crime,no EPG source lists this channel id or call sign
PlayEntertainment.pk,,Play Entertainment,no EPG source lists this channel id or call sign
PlayTV.br,,Play TV,no EPG source lists this channel id or call sign
PlayTV.cm,,Play TV,no EPG source lists this channel id or call sign
PlayTV.gr,,Play TV,no EPG source lists this channel id or call sign
PlenaTV.br,,Plena TV,no EPG source lists this channel id or call sign
PlenitudTV.gt,,Plenitud TV,no EPG source lists this channel id or call sign
PlenitudeTV.br,,Plenitude TV,no EPG source lists this channel id or call sign
