channel_id,call_sign,display_name,reason
News12NewJersey.us,,News12 New Jersey,no EPG source lists this channel id or call sign
News12PlusConnecticut.us,,News12+ Connecticut,no EPG source lists this channel id or call sign
News12PlusHudsonValley.us,,News12+ Hudson Valley,no EPG source lists this channel id or call sign
News12PlusLongIsland.us,,News12+ Long Island,no EPG source lists this channel id or call sign
News12PlusNewJersey.us,,News12+ New Jersey,no EPG source lists this channel id or call sign
News12PlusNewYork.us,,News12+ New York,no EPG source lists this channel id or call sign
News12Westchester.us,,News12 Westchester,no EPG source lists this channel id or call sign
News18AssamNorthEast.in,,News18 Assam North-East,no EPG source lists this channel id or call sign
News18Bangla.in,,News18 Bangla,no EPG source lists this channel id or call sign
News18BiharJharkhand.in,,News18 Bihar Jharkhand,no EPG source lists this channel id or call sign
News18DelhiNCRJK.in,,News18 Delhi NCR JK,no EPG source lists this channel id or call sign
News18Gujarati.in,,News18 Gujarati,no EPG source lists this channel id or call sign
News18India.in,,News18 India,no EPG source lists this channel id or call sign
News18Kannada.in,,News18 Kannada,no EPG source lists this channel id or call sign
News18Kerala.in,,News18 Kerala,no EPG source lists this channel id or call sign
News18MadhyaPradeshChhattisgarh.in,,News18 Madhya Pradesh/Chhattisgarh,no EPG source lists this channel id or call sign
News18Marathi.in,,News18 Marathi,no EPG source lists this channel id or call sign
News18Odia.in,,News18 Odia,no EPG source lists this channel id or call sign
News18PunjabHaryanaHimachal.in,,News18 Punjab/Haryana/Himachal,no EPG source lists this channel id or call sign
News18Rajasthan.in,,News18 Rajasthan,no EPG source lists this channel id or call sign
News18TamilNadu.in,,News18 Tamil Nadu,no EPG source lists this channel id or call sign
News18Urdu.in,,News18 Urdu,no EPG source lists this channel id or call sign
News18UttarPradeshUttarakhand.in,,News18 Uttar Pradesh Uttarakhand,no EPG source lists this channel id or call sign
News1India.in,,News 1 India,no EPG source lists this channel id or call sign
News1st.in,,News 1st,no EPG source lists this channel id or call sign
News21BanglaTV.bd,,News 21 Bangla TV,no EPG source lists this channel id or call sign
News24.al,,News 24,no EPG source lists this channel id or call sign
News24.au,,News24,no EPG source lists this channel id or call sign
News24.in,,News 24,no EPG source lists this channel id or call sign
News7Tamil.in,,News 7 Tamil,no EPG source lists this channel id or call sign
News9Live.in,,News9Live,no EPG source lists this channel id or call sign
NewsCentral.ng,,News Central,no EPG source lists this channel id or call sign
NewsDaily24.in,,News Daily 24,no EPG source lists this channel id or call sign
NewsIndia24x7.in,,News India 24x7,no EPG source lists this channel id or call sign
NewsJ.in,,News J,no EPG source lists this channel id or call sign
NewsLive.in,,News Live,no EPG source lists this channel id or call sign
NewsMalayalam24x7.in,,News Malayalam 24x7,no EPG source lists this channel id or call sign
NewsNation.in,,News Nation,no EPG source lists this channel id or call sign
NewsOne.pk,,News One,no EPG source lists this channel id or call sign
NewsTamil24x7.in,,News Tamil 24x7,no EPG source lists this channel id or call sign
NewsTimeBangla.in,,NewsTime Bangla,no EPG source lists this channel id or call sign
NewsmaxBalkans.ba,,Newsmax Balkans,no EPG source lists this channel id or call sign
NewsmaxSpanish.us,,Newsmax Spanish,no EPG source lists this channel id or call sign
NewsoftheWorld.us,,News of the World,no EPG source lists this channel id or call sign
Newsy.us,,Newsy,no EPG source lists this channel id or call sign
NexTVCanal21.pa,,Nex TV Canal 21,no EPG source lists this channel id or call sign
NexoTV.co,,Nexo TV,no EPG source lists this channel id or call sign
NextHD.py,,Next HD,no EPG source lists this channel id or call sign
NextTV.kg,,Next TV,no EPG source lists this channel id or call sign
NexxoTV.do,,Nexxo TV,no EPG source lists this channel id or call sign
NgheAnTV.vn,,Nghe An TV,no EPG source lists this channel id or call sign
NiceTVKenya.ke,,Nice TV Kenya,no EPG source lists this channel id or call sign
NickHDPlus.in,,Nick HD+,no EPG source lists this channel id or call sign
NickJr.cz,,Nick Jr.,no EPG source lists this channel id or call sign
NickJr.hu,,Nick Jr.,no EPG source lists this channel id or call sign
NickJr.ru,,Nick Jr.,no EPG source lists this channel id or call sign
NickJrAsia.sg,,Nick Jr. Asia,no EPG source lists this channel id or call sign
NickJrClub.de,,Nick Jr. Club,no EPG source lists this channel id or call sign
NickJrClub.us,,Nick Jr. Club,no EPG source lists this channel id or call sign
NickJrLatinAmerica.us,,Nick Jr. Latin America,no EPG source lists this channel id or call sign
NickOnline.br,,NickOnline,no EPG source lists this channel id or call sign
NickOnlineBobEsponja.br,,NickOnline Bob Esponja,no EPG source lists this channel id or call sign
NickToonsBrasil.br,,NickToons Brasil,no EPG source lists this channel id or call sign
Nickelodeon.bg,,Nickelodeon,no EPG source lists this channel id or call sign
Nickelodeon.cz,,Nickelodeon,no EPG source lists this channel id or call sign
Nickelodeon.de,,Nickelodeon,no EPG source lists this channel id or call sign
Nickelodeon.hr,,Nickelodeon,no EPG source lists this channel id or call sign
Nickelodeon.hu,,Nickelodeon,no EPG source lists this channel id or call sign
Nickelodeon.ru,,Nickelodeon,no EPG source lists this channel id or call sign
Nickelodeon.uk,,Nickelodeon,no EPG source lists this channel id or call sign
NickelodeonAsia.sg,,Nickelodeon Asia,no EPG source lists this channel id or call sign
NickelodeonCIS.kz,,Nickelodeon CIS,no EPG source lists this channel id or call sign
NickelodeonClasico.us,,Nickelodeon Clasico,no EPG source lists this channel id or call sign
NickelodeonClassico.us,,Nickelodeon Classico,no EPG source lists this channel id or call sign
NickelodeonClassics.de,,Nickelodeon Classics,no EPG source lists this channel id or call sign
NickelodeonJunior.fr,,Nickelodeon Junior,no EPG source lists this channel id or call sign
NickelodeonLatinAmerica.us,,Nickelodeon Latin America,no EPG source lists this channel id or call sign
NickelodeonTeen.de,,Nickelodeon Teen,no EPG source lists this channel id or call sign
NickelodeonTeen.us,,Nickelodeon Teen,no EPG source lists this channel id or call sign
NickelodeonToons.de,,Nickelodeon Toons,no EPG source lists this channel id or call sign
NickelodeonToons.us,,Nickelodeon Toons,no EPG source lists this channel id or call sign
Nickelodeonenespanol.us,,Nickelodeon en espanol,no EPG source lists this channel id or call sign
Nicktoons.cz,,Nicktoons,no EPG source lists this channel id or call sign
Nicktoons.hu,,Nicktoons,no EPG source lists this channel id or call sign
Nicktoons.pl,,Nicktoons,no EPG source lists this channel id or call sign
NicktoonsCIS.ru,,Nicktoons CIS,no EPG source lists this channel id or call sign
NicoyaTV.cr,,NicoyaTV,no EPG source lists this channel id or call sign
NidaeAlIslamRadio.sa,,Nidae AlIslam Radio,no EPG source lists this channel id or call sign
NiederbayernTV.de,,Niederbayern TV,no EPG source lists this channel id or call sign
NiederbayernTVDeggendorfStraubing.de,,Niederbayern TV Deggendorf & Straubing,no EPG source lists this channel id or call sign
NiederbayernTVLandshut.de,,Niederbayern TV Landshut,no EPG source lists this channel id or call sign
NiederbayernTVPassau.de,,Niederbayern TV Passau,no EPG source lists this channel id or call sign
Nigbati.ng,,Nigbati,no EPG source lists this channel id or call sign
NikaTV.ru,,Nika TV,no EPG source lists this channel id or call sign
NikiJunior.ua,,Niki Junior,no EPG source lists this channel id or call sign
NimTV.gt,,Nim TV,no EPG source lists this channel id or call sign
NinaTV.cl,,Nina TV,no EPG source lists this channel id or call sign
NingTV.la,,Ning TV,no EPG source lists this channel id or call sign
NingxiaSatelliteChannel.cn,,Ningxia Satellite Channel,no EPG source lists this channel id or call sign
NinhThuanTV.vn,,Ninh Thuan TV,no EPG source lists this channel id or call sign
NireekshanaTV.in,,Nireekshana TV,no EPG source lists this channel id or call sign
NitidaTV.do,,Nitida TV,no EPG source lists this channel id or call sign
NizhniyNovgorod24.ru,,Nizhniy Novgorod 24,no EPG source lists this channel id or call sign
NjataTV.ke,,Njata TV,no EPG source lists this channel id or call sign
NogoumFMTV.eg,,NogoumFMTV,no EPG source lists this channel id or call sign
NollywoodTV.fr,,Nollywood TV,no EPG source lists this channel id or call sign
NonStopKungFu.se,,NonStop Kung Fu,no EPG source lists this channel id or call sign
NoorTV.ir,,Noor TV,no EPG source lists this channel id or call sign
NoorTV.uk,,Noor TV,no EPG source lists this channel id or call sign
NopolaNews.fi,,Nopola News,no EPG source lists this channel id or call sign
NorCastWeather.us,,NorCast Weather,no EPG source lists this channel id or call sign
NordiskkrimfraViaplay.se,,Nordisk krim fra Viaplay,no EPG source lists this channel id or call sign
NorocTV.md,,Noroc TV,no EPG source lists this channel id or call sign
NorteInformativoTV.cr,,Norte Informativo TV,no EPG source lists this channel id or call sign
NortenaTv.ve,,Nortena Tv,no EPG source lists this channel id or call sign
Nortevision.es,,Nortevision,no EPG source lists this channel id or call sign
NortheastLive.in,,Northeast Live,no EPG source lists this channel id or call sign
NosIslaTV.aw,,Nos Isla TV,no EPG source lists this channel id or call sign
NosPais.cw,,Nos Pais,no EPG source lists this channel id or call sign
NosTVBonaire.bq,,NosTV Bonaire,no EPG source lists this channel id or call sign
NosTVBonaire2.bq,,NosTV Bonaire 2,no EPG source lists this channel id or call sign
Nostalgia.bg,,Nostalgia,no EPG source lists this channel id or call sign
Nostalgia.ru,,Nostalgia,no EPG source lists this channel id or call sign
Notele.be,,Notele,no EPG source lists this channel id or call sign
Noticias16.do,,Noticias 16,no EPG source lists this channel id or call sign
Noticiero90Minutos.co,,Noticiero 90 Minutos,no EPG source lists this channel id or call sign
NotioiTV.gr,,Notioi TV,no EPG source lists this channel id or call sign
NotisurTV.do,,Notisur TV,no EPG source lists this channel id or call sign
NourAlKoddass.lb,,Nour Al Koddass,no EPG source lists this channel id or call sign
NourAlSharq.lb,,Nour Al Sharq,no EPG source lists this channel id or call sign
NourElShabeb.lb,,Nour El Shabeb,no EPG source lists this channel id or call sign
NourMariam.lb,,Nour Mariam,no EPG source lists this channel id or call sign
NourTV.ae,,Nour TV,no EPG source lists this channel id or call sign
Noursat.lb,,Noursat,no EPG source lists this channel id or call sign
NoursatEnglish.lb,,Noursat English,no EPG source lists this channel id or call sign
Nova.bg,,Nova,no EPG source lists this channel id or call sign
Nova.rs,,Nova,no EPG source lists this channel id or call sign
NovaEraTV.br,,Nova Era TV,no EPG source lists this channel id or call sign
NovaNews.bg,,Nova News,no EPG source lists this channel id or call sign
NovaTV.hr,,Nova TV,no EPG source lists this channel id or call sign
NovaTVBrasov.ro,,Nova TV Brasov,no EPG source lists this channel id or call sign
NovelaChannel.ci,,Novela Channel,no EPG source lists this channel id or call sign
NovgorOblTV.ru,,NovgorOblTV,no EPG source lists this channel id or call sign
NovoTempo.br,,Novo Tempo,no EPG source lists this channel id or call sign
Novoetelevidenie.kz,,Novoe televidenie,no EPG source lists this channel id or call sign
NovyiChannel.ua,,Novyi Channel,no EPG source lists this channel id or call sign
NovyiRusskii.ru,,Novyi Russkii,no EPG source lists this channel id or call sign
Now14.il,,Now 14,no EPG source lists this channel id or call sign
Now70s.uk,,Now 70s,no EPG source lists this channel id or call sign
Now80s.uk,,Now 80s,no EPG source lists this channel id or call sign
NowMediaTelevision.us,,NowMedia Television,no EPG source lists this channel id or call sign
NuViewTV.za,,NuView TV,no EPG source lists this channel id or call sign
Nublevision.cl,,Nublevision,no EPG source lists this channel id or call sign
NuestraImagenTV.gt,,Nuestra Imagen TV,no EPG source lists this channel id or call sign
NuestraTeleInternacional.co,,Nuestra Tele Internacional,no EPG source lists this channel id or call sign
NuevaVidaFM.pr,,Nueva Vida FM,no EPG source lists this channel id or call sign
NuevaVision14.do,,Nueva Vision 14,no EPG source lists this channel id or call sign
NueveTV.mx,,Nueve TV,no EPG source lists this channel id or call sign
NuevoTiempo.br,,Nuevo Tiempo,no EPG source lists this channel id or call sign
NuevoTiempoTV.cl,,Nuevo Tiempo TV,no EPG source lists this channel id or call sign
NukaTV.ec,,Nuka TV,no EPG source lists this channel id or call sign
Numb3rs.se,,Numb3rs,no EPG source lists this channel id or call sign
Number1Ask.tr,,Number 1 Ask,no EPG source lists this channel id or call sign
Number1Damar.tr,,Number 1 Damar,no EPG source lists this channel id or call sign
Number1Dance.tr,,Number 1 Dance,no EPG source lists this channel id or call sign
Number1TV.tr,,Number 1 TV,no EPG source lists this channel id or call sign
Numbers.se,,Numbers,no EPG source lists this channel id or call sign
Numbers.us,,Numbers,no EPG source lists this channel id or call sign
Numeros.us,,Numeros,no EPG source lists this channel id or call sign
NurafshonTV.uz,,Nurafshon TV,no EPG source lists this channel id or call sign
NusantaraTV.id,,Nusantara TV,no EPG source lists this channel id or call sign
O.ru,,O!,no EPG source lists this channel id or call sign
OCNTV.us,,OCN TV,no EPG source lists this channel id or call sign
ODiaTV.br,,O Dia TV,no EPG source lists this channel id or call sign
OEPMTV.do,,OEPM TV,no EPG source lists this channel id or call sign
OFTVOffenbach.de,,OF-TV Offenbach,no EPG source lists this channel id or call sign
OK4.de,,OK4,no EPG source lists this channel id or call sign
OK54.de,,OK54,no EPG source lists this channel id or call sign
OKDessau.de,,OK Dessau,no EPG source lists this channel id or call sign
OKFlensburg.de,,OK Flensburg,no EPG source lists this channel id or call sign
OKKaiserslautern.de,,OK Kaiserslautern,no EPG source lists this channel id or call sign
OKKassel.de,,OK Kassel,no EPG source lists this channel id or call sign
OKKiel.de,,OK Kiel,no EPG source lists this channel id or call sign
OKMagdeburg.de,,OK Magdeburg,no EPG source lists this channel id or call sign
OKMerseburgQuerfurt.de,,OK Merseburg-Querfurt,no EPG source lists this channel id or call sign
OKRheinMain.de,,OK Rhein-Main,no EPG source lists this channel id or call sign
OKSalzwedel.de,,OK Salzwedel,no EPG source lists this channel id or call sign
OKStendal.de,,OK Stendal,no EPG source lists this channel id or call sign
OKTVLudwigshafen.de,,OK-TV Ludwigshafen,no EPG source lists this channel id or call sign
OKTrier.de,,OK Trier,no EPG source lists this channel id or call sign
OKWeinstrasseNeustadt.de,,OK Weinstrasse Neustadt,no EPG source lists this channel id or call sign
OKWernigerode.de,,OK Wernigerode,no EPG source lists this channel id or call sign
ONDADIGITAL.pe,,ONDA DIGITAL,no EPG source lists this channel id or call sign
ONETV.cd,,ONE-TV,no EPG source lists this channel id or call sign
ONFM.pt,,ON FM,no EPG source lists this channel id or call sign
ONKids.vn,,ON Kids,no EPG source lists this channel id or call sign
ONLife.vn,,ON Life,no EPG source lists this channel id or call sign
ONMovies.vn,,ON Movies,no EPG source lists this channel id or call sign
ONNewsHD.pk,,ON News HD,no EPG source lists this channel id or call sign
ONTV.mn,,ONTV,no EPG source lists this channel id or call sign
ONVieDrama.vn,,ON Vie Drama,no EPG source lists this channel id or call sign
OOGTV.nl,,OOG TV,no EPG source lists this channel id or call sign
OPA.cr,,¡OPA!,no EPG source lists this channel id or call sign
OPENRotterdamTV.nl,,OPEN Rotterdam TV,no EPG source lists this channel id or call sign
ORBITTV.do,,ORBIT TV,no EPG source lists this channel id or call sign
ORF1.at,,ORF 1,no EPG source lists this channel id or call sign
ORF2.at,,ORF 2,no EPG source lists this channel id or call sign
ORFIII.at,,ORF III,no EPG source lists this channel id or call sign
ORFKids.at,,ORF Kids,no EPG source lists this channel id or call sign
ORTBTV.bj,,ORTB TV,no EPG source lists this channel id or call sign
ORTM1.ml,,ORTM 1,no EPG source lists this channel id or call sign
ORTSTV.nl,,ORTS TV,no EPG source lists this channel id or call sign
OSBCTV.ng,,OSBC TV,no EPG source lists this channel id or call sign
OSN.ru,,OSN,no EPG source lists this channel id or call sign
OSNMoviesAction.ae,,OSN Movies Action,no EPG source lists this channel id or call sign
OTR.ru,,OTR,no EPG source lists this channel id or call sign
OTSE.ua,,OTSE,no EPG source lists this channel id or call sign
OTV.gh,,OTV,no EPG source lists this channel id or call sign
OTV.hr,,OTV,no EPG source lists this channel id or call sign
OTV.lb,,OTV,no EPG source lists this channel id or call sign
OTV.ua,,OTV,no EPG source lists this channel id or call sign
OTVPrim.ru,,OTV-Prim,no EPG source lists this channel id or call sign
OUN.kr,,OUN,no EPG source lists this channel id or call sign
OXIRTV.ir,,OXIR TV,no EPG source lists this channel id or call sign
OasisTV.co,,Oasis TV,no EPG source lists this channel id or call sign
OasisTV.py,,Oasis TV,no EPG source lists this channel id or call sign
OasisTelevision.ve,,Oasis Television,no EPG source lists this channel id or call sign
OberpfalzTV.de,,Oberpfalz TV,no EPG source lists this channel id or call sign
ObieqtiviTV.ge,,Obieqtivi TV,no EPG source lists this channel id or call sign
ObozrevatelTV.ua,,Obozrevatel TV,no EPG source lists this channel id or call sign
ObservatorNews.ro,,Observator News,no EPG source lists this channel id or call sign
ObshchestvennoeNezavisimoeTelevidenie.ua,,Obshchestvennoe Nezavisimoe Televidenie,no EPG source lists this channel id or call sign
OccidentalTV.py,,Occidental TV,no EPG source lists this channel id or call sign
OceanTV.ru,,Ocean-TV,no EPG source lists this channel id or call sign
Ocko.cz,,Ocko,no EPG source lists this channel id or call sign
OckoBlack.cz,,Ocko Black,no EPG source lists this channel id or call sign
OckoExpres.cz,,Ocko Expres,no EPG source lists this channel id or call sign
OckoGold.cz,,Ocko Gold,no EPG source lists this channel id or call sign
OckoStar.cz,,Ocko Star,no EPG source lists this channel id or call sign
Odeon24.it,,Odeon 24,no EPG source lists this channel id or call sign
OdiseaTV.cl,,Odisea TV,no EPG source lists this channel id or call sign
OdishaTV.in,,Odisha TV,no EPG source lists this channel id or call sign
OfoghTV.ir,,Ofogh TV,no EPG source lists this channel id or call sign
OggyeasBaratasTontas.us,,Oggy e as Baratas Tontas,no EPG source lists this channel id or call sign
OhMuangLaoTV.la,,Oh Muang Lao TV,no EPG source lists this channel id or call sign
Ohotnikirybolov.ru,,Ohotnik i rybolov,no EPG source lists this channel id or call sign
OireachtasTV.ie,,Oireachtas TV,no EPG source lists this channel id or call sign
OireachtasTVCommitteeRoom1.ie,,Oireachtas TV Committee Room 1,no EPG source lists this channel id or call sign
OireachtasTVCommitteeRoom2.ie,,Oireachtas TV Committee Room 2,no EPG source lists this channel id or call sign
OireachtasTVCommitteeRoom3.ie,,Oireachtas TV Committee Room 3,no EPG source lists this channel id or call sign
OireachtasTVCommitteeRoom4.ie,,Oireachtas TV Committee Room 4,no EPG source lists this channel id or call sign
OireachtasTVDailEireann.ie,,Oireachtas TV Dail Eireann,no EPG source lists this channel id or call sign
OireachtasTVSeanadEireann.ie,,Oireachtas TV Seanad Eireann,no EPG source lists this channel id or call sign
Okey.my,,Okey,no EPG source lists this channel id or call sign
Okhotairybalka.ru,,Okhota i rybalka,no EPG source lists this channel id or call sign
OkkoFutbol.ru,,Okko Futbol,no EPG source lists this channel id or call sign
OkkoPrajmSport.ru,,Okko Prajm Sport,no EPG source lists this channel id or call sign
OkkoSport.ru,,Okko Sport,no EPG source lists this channel id or call sign
Okto.at,,Okto,no EPG source lists this channel id or call sign
OlamMetroTV.ni,,Olam Metro TV,no EPG source lists this channel id or call sign
OlayTurkTV.tr,,OlayTurk TV,no EPG source lists this channel id or call sign
Olelo49.us,,Olelo 49,no EPG source lists this channel id or call sign
Olelo53.us,,Olelo 53,no EPG source lists this channel id or call sign
Olelo54.us,,Olelo 54,no EPG source lists this channel id or call sign
Olelo55.us,,Olelo 55,no EPG source lists this channel id or call sign
OliTV.cl,,Oli TV,no EPG source lists this channel id or call sign
OliTV.in,,Oli TV,no EPG source lists this channel id or call sign
OlotTV.es,,Olot TV,no EPG source lists this channel id or call sign
OlympicChannel.es,,Olympic Channel,no EPG source lists this channel id or call sign
OmanSportsTV.om,,Oman Sports TV,no EPG source lists this channel id or call sign
OmanTV.om,,Oman TV,no EPG source lists this channel id or call sign
OmanTVCultural.om,,Oman TV Cultural,no EPG source lists this channel id or call sign
OmanTVMubashir.om,,Oman TV Mubashir,no EPG source lists this channel id or call sign
Omega.is,,Omega,no EPG source lists this channel id or call sign
OmideIranTV.us,,Omid e Iran TV,no EPG source lists this channel id or call sign
OmroepBrabant.nl,,Omroep Brabant,no EPG source lists this channel id or call sign
OmroepBrabantRadio.nl,,Omroep Brabant Radio,no EPG source lists this channel id or call sign
OmroepCentraalTV.nl,,Omroep Centraal TV,no EPG source lists this channel id or call sign
OmroepDommelland.nl,,Omroep Dommelland,no EPG source lists this channel id or call sign
OmroepFlevoland.nl,,Omroep Flevoland,no EPG source lists this channel id or call sign
OmroepGelderland.nl,,Omroep Gelderland,no EPG source lists this channel id or call sign
OmroepHoekscheWaard.nl,,Omroep Hoeksche Waard,no EPG source lists this channel id or call sign
OmroepHulst.nl,,Omroep Hulst,no EPG source lists this channel id or call sign
OmroepLandvanCuijk.nl,,Omroep Land van Cuijk,no EPG source lists this channel id or call sign
OmroepLingewaard.nl,,Omroep Lingewaard,no EPG source lists this channel id or call sign
OmroepMeierijstad.nl,,Omroep Meierijstad,no EPG source lists this channel id or call sign
OmroepOnsWestBrabant.nl,,Omroep Ons West Brabant,no EPG source lists this channel id or call sign
OmroepPeelrand.nl,,Omroep Peelrand,no EPG source lists this channel id or call sign
OmroepSudwest.nl,,Omroep Sudwest,no EPG source lists this channel id or call sign
OmroepTilburg.nl,,Omroep Tilburg,no EPG source lists this channel id or call sign
OmroepVenlo.nl,,Omroep Venlo,no EPG source lists this channel id or call sign
OmroepVenray.nl,,Omroep Venray,no EPG source lists this channel id or call sign
OmroepWest.nl,,Omroep West,no EPG source lists this channel id or call sign
OmroepZeeland.nl,,Omroep Zeeland,no EPG source lists this channel id or call sign
OmropFryslan.nl,,Omrop Fryslan,no EPG source lists this channel id or call sign
On4TV.tr,,On4 TV,no EPG source lists this channel id or call sign
OnTV4U.us,,OnTV4U,no EPG source lists this channel id or call sign
Onda15TV.es,,Onda 15 TV,no EPG source lists this channel id or call sign
OndaAlgeciras.es,,Onda Algeciras,no EPG source lists this channel id or call sign
OndaCadiz.es,,Onda Cadiz,no EPG source lists this channel id or call sign
OndaNovaraTV.it,,Onda Novara TV,no EPG source lists this channel id or call sign
OndaTV.do,,Onda TV,no EPG source lists this channel id or call sign
OndaTV.it,,Onda TV,no EPG source lists this channel id or call sign
OndaTV.pe,,Onda TV,no EPG source lists this channel id or call sign
OndaValenciaTV.es,,Onda Valencia TV,no EPG source lists this channel id or call sign
OndambientalTV.co,,Ondambiental TV,no EPG source lists this channel id or call sign
OndasQuevedenasTV.ec,,Ondas Quevedenas TV,no EPG source lists this channel id or call sign
One.mt,,One,no EPG source lists this channel id or call sign
One31.th,,One 31,no EPG source lists this channel id or call sign
OneAdria.de,,One Adria,no EPG source lists this channel id or call sign
OneAmericaNewsNetwork.us,,One America News Network,no EPG source lists this channel id or call sign
OneChannel.gr,,One Channel,no EPG source lists this channel id or call sign
OneFM.lb,,OneFM,no EPG source lists this channel id or call sign
OneGolf.pk,,One Golf,no EPG source lists this channel id or call sign
OneMusicTelevision.de,,One Music Television,no EPG source lists this channel id or call sign
OneNationTV.sn,,One Nation TV,no EPG source lists this channel id or call sign
OnePaschima.in,,One Paschima,no EPG source lists this channel id or call sign
OnePlanet.ua,,One Planet,no EPG source lists this channel id or call sign
OneSports.ph,,One Sports,no EPG source lists this channel id or call sign
OneTV.lb,,One TV,no EPG source lists this channel id or call sign
OneTVESchoolCambodia.kh,,One TV E-School Cambodia,no EPG source lists this channel id or call sign
OnkarOnlyTruthTV.in,,Onkar Only Truth TV,no EPG source lists this channel id or call sign
OnlineTVNusantara.id,,Online TV Nusantara,no EPG source lists this channel id or call sign
OnniTV.fi,,Onni TV,no EPG source lists this channel id or call sign
OntarioParliamentaryNetwork.ca,,Ontario Parliamentary Network,no EPG source lists this channel id or call sign
OntarioPublicAccessChannel.us,,Ontario Public Access Channel,no EPG source lists this channel id or call sign
Ontustik.kz,,Ontustik,no EPG source lists this channel id or call sign
OnzaTV.ve,,Onza TV,no EPG source lists this channel id or call sign
Opinionsur.cl,,Opinionsur,no EPG source lists this channel id or call sign
OraNews.al,,Ora News,no EPG source lists this channel id or call sign
OrangeBanglaTV.in,,Orange Bangla TV,no EPG source lists this channel id or call sign
OrangeGovernmentAccessTV.us,,Orange Government Access TV,no EPG source lists this channel id or call sign
OrbitaChileTV.cl,,Orbita Chile TV,no EPG source lists this channel id or call sign
OrbitaTV.ua,,Orbita TV,no EPG source lists this channel id or call sign
OrlerTV.it,,Orler TV,no EPG source lists this channel id or call sign
OromarTV.ec,,Oromar TV,no EPG source lists this channel id or call sign
OromarTVPlus.ec,,Oromar TV+,no EPG source lists this channel id or call sign
OroszlanyiVarosiTelevizio.hu,,Oroszlanyi Varosi Televizio,no EPG source lists this channel id or call sign
OrszaggyulesOGYTAB.hu,,Orszaggyules: OGY TAB,no EPG source lists this channel id or call sign
OrszaggyulesOGYplenaris.hu,,Orszaggyules: OGY plenaris,no EPG source lists this channel id or call sign
OscarMoviesBhojpuri.in,,Oscar Movies Bhojpuri,no EPG source lists this channel id or call sign
OsetiyaIryston.ru,,Osetiya-Iryston,no EPG source lists this channel id or call sign
OshPirim.kg,,Osh Pirim,no EPG source lists this channel id or call sign
OsornoTV.cl,,Osorno TV,no EPG source lists this channel id or call sign
OstWest.de,,Ost West,no EPG source lists this channel id or call sign
OstWest24.de,,Ost West 24,no EPG source lists this channel id or call sign
Ostrosyuzhetnoye.ru,,Ostrosyuzhetnoye,no EPG source lists this channel id or call sign
OtkritiymirZdorove.ru,,Otkritiy mir. Zdorove,no EPG source lists this channel id or call sign
OttoChannel.it,,Otto Channel,no EPG source lists this channel id or call sign
OutdoorAmerica.us,,Outdoor America,no EPG source lists this channel id or call sign
OvacionTV.pe,,Ovacion TV,no EPG source lists this channel id or call sign
OvercomersTV.us,,Overcomers TV,no EPG source lists this channel id or call sign
OviedoTV.py,,Oviedo TV,no EPG source lists this channel id or call sign
OxiTV.do,,OxiTV,no EPG source lists this channel id or call sign
OxigenoTV.ve,,Oxigeno TV,no EPG source lists this channel id or call sign
Ozbekiston.uz,,O'zbekiston,no EPG source lists this channel id or call sign
Ozbekiston24.uz,,O'zbekiston 24,no EPG source lists this channel id or call sign
OzbekistonTarixi.uz,,O'zbekiston Tarixi,no EPG source lists this channel id or call sign
OzdiVarosiTV.hu,,Ozdi Varosi TV,no EPG source lists this channel id or call sign
OzoneTV.hu,,Ozone TV,no EPG source lists this channel id or call sign
OzonoTV.pe,,Ozono TV,no EPG source lists this channel id or call sign
P2MTV.fr,,P2M TV,no EPG source lists this channel id or call sign
P3tv.at,,P3tv,no EPG source lists this channel id or call sign
PATLaPaz.bo,,PAT La Paz,no EPG source lists this channel id or call sign
PBCTVChannel20.us,,PBC TV Channel 20,no EPG source lists this channel id or call sign
PBCTapeshTV.us,,PBC Tapesh TV,no EPG source lists this channel id or call sign
PBO.pe,,PBO,no EPG source lists this channel id or call sign
PBO.ph,,PBO,no EPG source lists this channel id or call sign
PBSKids.us,,PBS Kids,no EPG source lists this channel id or call sign
PBSKidsAlaska.us,,PBS Kids Alaska,no EPG source lists this channel id or call sign
PBSKidsEasternCentral.us,,PBS Kids Eastern/Central,no EPG source lists this channel id or call sign
PBSKidsHawaii.us,,PBS Kids Hawaii,no EPG source lists this channel id or call sign
PBSKidsMountain.us,,PBS Kids Mountain,no EPG source lists this channel id or call sign
PBSKidsPacific.us,,PBS Kids Pacific,no EPG source lists this channel id or call sign
PCTChannel26.us,,PCT Channel 26,no EPG source lists this channel id or call sign
PCTChannel27.us,,PCT Channel 27,no EPG source lists this channel id or call sign
PCTV26.us,,PCTV 26,no EPG source lists this channel id or call sign
PCTV28.us,,PCTV 28,no EPG source lists this channel id or call sign
PGTV.bz,,PGTV,no EPG source lists this channel id or call sign
PHLgovTV.us,,PHLgovTV,no EPG source lists this channel id or call sign
PHXTV.us,,PHXTV,no EPG source lists this channel id or call sign
PKSports.pk,,PK Sports,no EPG source lists this channel id or call sign
PKTV.id,,PKTV,no EPG source lists this channel id or call sign
PLEXTV.cm,,PLEX TV,no EPG source lists this channel id or call sign
PLUSPLUS.ua,,PLUSPLUS,no EPG source lists this channel id or call sign
PLUSTelevision.bo,,PLUS Television,no EPG source lists this channel id or call sign
